x
-3.015774971
3.015774971
-0.627008364
-1.969300759
2.596309123
-0.316030616
0.011914941
0.304115675
0.097084306
0.640095018
-0.827730483
0.090551159
0.43502588
-0.776307083
0.341281203
0.7036586
1.228928174
-1.932586774
